"","ensembl_gene_id","ensembl_peptide_id","ensembl_gene_id_version","external_gene_name","external_gene_source","hgnc_id","hgnc_symbol","zfin_id_id","zfin_id_symbol","mmusculus_homolog_ensembl_gene","mmusculus_homolog_associated_gene_name","mmusculus_homolog_orthology_type","mmusculus_homolog_perc_id","mmusculus_homolog_perc_id_r1","mmusculus_homolog_orthology_confidence"
"2993","ENSAPEG00000002120","ENSAPEP00000003350","ENSAPEG00000002120.1","si:dkey-88l16.3","ZFIN",NA,NA,"ZDB-GENE-030131-6015","si:dkey-88l16.3","ENSMUSG00000109372","Gm19410","ortholog_one2many",35.6522,25.4051,0
"2994","ENSAPEG00000002120","ENSAPEP00000003417","ENSAPEG00000002120.1","si:dkey-88l16.3","ZFIN",NA,NA,"ZDB-GENE-030131-6015","si:dkey-88l16.3","ENSMUSG00000109372","Gm19410","ortholog_one2many",35.6522,25.4051,0
"2995","ENSAPEG00000002120","ENSAPEP00000003466","ENSAPEG00000002120.1","si:dkey-88l16.3","ZFIN",NA,NA,"ZDB-GENE-030131-6015","si:dkey-88l16.3","ENSMUSG00000109372","Gm19410","ortholog_one2many",35.6522,25.4051,0
"2996","ENSAPEG00000002120","ENSAPEP00000003488","ENSAPEG00000002120.1","si:dkey-88l16.3","ZFIN",NA,NA,"ZDB-GENE-030131-6015","si:dkey-88l16.3","ENSMUSG00000109372","Gm19410","ortholog_one2many",35.6522,25.4051,0
"2997","ENSAPEG00000002121","ENSAPEP00000002951","ENSAPEG00000002121.1","ENSAPEG00000002121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2998","ENSAPEG00000002122","ENSAPEP00000003006","ENSAPEG00000002122.1","DLL4","HGNC Symbol","HGNC:2910","DLL4",NA,NA,"ENSMUSG00000027314","Dll4","ortholog_one2one",52.0468,51.895,0
"2999","ENSAPEG00000002123","ENSAPEP00000002970","ENSAPEG00000002123.1","nifk","ZFIN",NA,NA,"ZDB-GENE-021231-4","nifk","ENSMUSG00000026377","Nifk","ortholog_one2one",43.4164,38.4858,0
"3000","ENSAPEG00000002124","ENSAPEP00000002966","ENSAPEG00000002124.1","ENSAPEG00000002124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3001","ENSAPEG00000002125","ENSAPEP00000002959","ENSAPEG00000002125.1","ENSAPEG00000002125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3002","ENSAPEG00000002126","ENSAPEP00000003172","ENSAPEG00000002126.1","ralgapa1","ZFIN",NA,NA,"ZDB-GENE-080806-1","ralgapa1","ENSMUSG00000021027","Ralgapa1","ortholog_one2one",64.1174,52.5217,1
"3003","ENSAPEG00000002126","ENSAPEP00000003212","ENSAPEG00000002126.1","ralgapa1","ZFIN",NA,NA,"ZDB-GENE-080806-1","ralgapa1","ENSMUSG00000021027","Ralgapa1","ortholog_one2one",64.1174,52.5217,1
"3004","ENSAPEG00000002126","ENSAPEP00000003273","ENSAPEG00000002126.1","ralgapa1","ZFIN",NA,NA,"ZDB-GENE-080806-1","ralgapa1","ENSMUSG00000021027","Ralgapa1","ortholog_one2one",64.1174,52.5217,1
"3005","ENSAPEG00000002127","ENSAPEP00000002931","ENSAPEG00000002127.1","b4galnt1a","ZFIN",NA,NA,"ZDB-GENE-070112-1462","b4galnt1a",NA,NA,NA,NA,NA,NA
"3006","ENSAPEG00000002128","ENSAPEP00000002933","ENSAPEG00000002128.1","C1orf35","HGNC Symbol","HGNC:19032","C1orf35",NA,NA,"ENSMUSG00000020441","2310033P09Rik","ortholog_one2one",39.2405,47.6923,1
"3007","ENSAPEG00000002129","ENSAPEP00000002932","ENSAPEG00000002129.1","jph2","ZFIN",NA,NA,"ZDB-GENE-030131-9848","jph2","ENSMUSG00000017817","Jph2","ortholog_one2one",54.2484,59.6264,1
"3008","ENSAPEG00000002129","ENSAPEP00000002941","ENSAPEG00000002129.1","jph2","ZFIN",NA,NA,"ZDB-GENE-030131-9848","jph2","ENSMUSG00000017817","Jph2","ortholog_one2one",54.2484,59.6264,1
"3009","ENSAPEG00000002130","ENSAPEP00000002950","ENSAPEG00000002130.1","ENSAPEG00000002130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3010","ENSAPEG00000002131","ENSAPEP00000002938","ENSAPEG00000002131.1","fam13b","ZFIN",NA,NA,"ZDB-GENE-030131-4913","fam13b","ENSMUSG00000036501","Fam13b","ortholog_one2one",45.2888,52.5264,0
"3011","ENSAPEG00000002131","ENSAPEP00000002958","ENSAPEG00000002131.1","fam13b","ZFIN",NA,NA,"ZDB-GENE-030131-4913","fam13b","ENSMUSG00000036501","Fam13b","ortholog_one2one",45.2888,52.5264,0
"3012","ENSAPEG00000002132","ENSAPEP00000002976","ENSAPEG00000002132.1","prdm1a","ZFIN",NA,NA,"ZDB-GENE-030131-2193","prdm1a","ENSMUSG00000038151","Prdm1","ortholog_one2one",52.6869,52.6869,0
"3013","ENSAPEG00000002133","ENSAPEP00000002936","ENSAPEG00000002133.1","gdf3","ZFIN",NA,NA,"ZDB-GENE-980526-389","gdf3",NA,NA,NA,NA,NA,NA
"3014","ENSAPEG00000002134","ENSAPEP00000002937","ENSAPEG00000002134.1","lrata","ZFIN",NA,NA,"ZDB-GENE-060720-1","lrata","ENSMUSG00000028003","Lrat","ortholog_one2one",54.2222,52.8139,1
"3015","ENSAPEG00000002136","ENSAPEP00000002964","ENSAPEG00000002136.1","ENSAPEG00000002136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3016","ENSAPEG00000002137","ENSAPEP00000002975","ENSAPEG00000002137.1","ENSAPEG00000002137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3017","ENSAPEG00000002138","ENSAPEP00000003053","ENSAPEG00000002138.1","slc26a10","ZFIN",NA,NA,"ZDB-GENE-030131-9845","slc26a10","ENSMUSG00000040441","Slc26a10","ortholog_one2one",49.7829,50.2924,0
"3018","ENSAPEG00000002139","ENSAPEP00000002943","ENSAPEG00000002139.1","ENSAPEG00000002139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3019","ENSAPEG00000002139","ENSAPEP00000002955","ENSAPEG00000002139.1","ENSAPEG00000002139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3020","ENSAPEG00000002139","ENSAPEP00000002969","ENSAPEG00000002139.1","ENSAPEG00000002139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3021","ENSAPEG00000002139","ENSAPEP00000002982","ENSAPEG00000002139.1","ENSAPEG00000002139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3022","ENSAPEG00000002140","ENSAPEP00000002945","ENSAPEG00000002140.1","snx21","ZFIN",NA,NA,"ZDB-GENE-061013-557","snx21","ENSMUSG00000050373","Snx21","ortholog_one2one",37.0709,44.6281,0
"3023","ENSAPEG00000002140","ENSAPEP00000002956","ENSAPEG00000002140.1","snx21","ZFIN",NA,NA,"ZDB-GENE-061013-557","snx21","ENSMUSG00000050373","Snx21","ortholog_one2one",37.0709,44.6281,0
"3024","ENSAPEG00000002141","ENSAPEP00000002944","ENSAPEG00000002141.1","guk1a","ZFIN",NA,NA,"ZDB-GENE-040625-130","guk1a","ENSMUSG00000020444","Guk1","ortholog_one2many",65.4028,63.0137,1
"3025","ENSAPEG00000002141","ENSAPEP00000002963","ENSAPEG00000002141.1","guk1a","ZFIN",NA,NA,"ZDB-GENE-040625-130","guk1a","ENSMUSG00000020444","Guk1","ortholog_one2many",65.4028,63.0137,1
"3026","ENSAPEG00000002141","ENSAPEP00000002973","ENSAPEG00000002141.1","guk1a","ZFIN",NA,NA,"ZDB-GENE-040625-130","guk1a","ENSMUSG00000020444","Guk1","ortholog_one2many",65.4028,63.0137,1
"3027","ENSAPEG00000002142","ENSAPEP00000002965","ENSAPEG00000002142.1","ENSAPEG00000002142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3028","ENSAPEG00000002143","ENSAPEP00000002947","ENSAPEG00000002143.1","ddx28","ZFIN",NA,NA,"ZDB-GENE-061013-64","ddx28","ENSMUSG00000045538","Ddx28","ortholog_one2one",44.5804,47.2222,1
"3029","ENSAPEG00000002144","ENSAPEP00000002968","ENSAPEG00000002144.1","gnrh2","ZFIN",NA,NA,"ZDB-GENE-030516-1","gnrh2",NA,NA,NA,NA,NA,NA
"3030","ENSAPEG00000002145","ENSAPEP00000002946","ENSAPEG00000002145.1","TAFA3","HGNC Symbol","HGNC:21590","TAFA3",NA,NA,"ENSMUSG00000055865","Tafa3","ortholog_one2many",68.1818,68.1818,1
"3031","ENSAPEG00000002145","ENSAPEP00000002953","ENSAPEG00000002145.1","TAFA3","HGNC Symbol","HGNC:21590","TAFA3",NA,NA,"ENSMUSG00000055865","Tafa3","ortholog_one2many",68.1818,68.1818,1
"3032","ENSAPEG00000002146","ENSAPEP00000003041","ENSAPEG00000002146.1","cdk21","ZFIN",NA,NA,"ZDB-GENE-131121-149","cdk21",NA,NA,NA,NA,NA,NA
"3033","ENSAPEG00000002146","ENSAPEP00000003126","ENSAPEG00000002146.1","cdk21","ZFIN",NA,NA,"ZDB-GENE-131121-149","cdk21",NA,NA,NA,NA,NA,NA
"3034","ENSAPEG00000002146","ENSAPEP00000003144","ENSAPEG00000002146.1","cdk21","ZFIN",NA,NA,"ZDB-GENE-131121-149","cdk21",NA,NA,NA,NA,NA,NA
"3035","ENSAPEG00000002146","ENSAPEP00000003161","ENSAPEG00000002146.1","cdk21","ZFIN",NA,NA,"ZDB-GENE-131121-149","cdk21",NA,NA,NA,NA,NA,NA
"3036","ENSAPEG00000002147","ENSAPEP00000003137","ENSAPEG00000002147.1","CCDC88A","HGNC Symbol","HGNC:25523","CCDC88A",NA,NA,"ENSMUSG00000032740","Ccdc88a","ortholog_one2one",66.4294,60.1687,0
"3037","ENSAPEG00000002148","ENSAPEP00000002989","ENSAPEG00000002148.1","ENSAPEG00000002148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3038","ENSAPEG00000002149","ENSAPEP00000002949","ENSAPEG00000002149.1","ENSAPEG00000002149",NA,NA,NA,NA,NA,"ENSMUSG00000060675","Plaat3","ortholog_many2many",22.0657,27.9762,0
"3039","ENSAPEG00000002150","ENSAPEP00000002957","ENSAPEG00000002150.1","ENSAPEG00000002150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3040","ENSAPEG00000002151","ENSAPEP00000002962","ENSAPEG00000002151.1","npy2r","ZFIN",NA,NA,"ZDB-GENE-040924-8","npy2r",NA,NA,NA,NA,NA,NA
"3041","ENSAPEG00000002152","ENSAPEP00000002994","ENSAPEG00000002152.1","lhx4","ZFIN",NA,NA,"ZDB-GENE-060728-1","lhx4","ENSMUSG00000026468","Lhx4","ortholog_one2one",80.2057,80,1
"3042","ENSAPEG00000002153","ENSAPEP00000002979","ENSAPEG00000002153.1","pfn2l","ZFIN",NA,NA,"ZDB-GENE-030131-34","pfn2l",NA,NA,NA,NA,NA,NA
"3043","ENSAPEG00000002153","ENSAPEP00000002988","ENSAPEG00000002153.1","pfn2l","ZFIN",NA,NA,"ZDB-GENE-030131-34","pfn2l",NA,NA,NA,NA,NA,NA
"3044","ENSAPEG00000002154","ENSAPEP00000002961","ENSAPEG00000002154.1","ppm1j","ZFIN",NA,NA,"ZDB-GENE-091230-9","ppm1j","ENSMUSG00000002228","Ppm1j","ortholog_many2many",52.8112,51.8738,1
"3045","ENSAPEG00000002155","ENSAPEP00000002967","ENSAPEG00000002155.1","chchd1","ZFIN",NA,NA,"ZDB-GENE-060810-176","chchd1","ENSMUSG00000063787","Chchd1","ortholog_one2one",24.581,37.2881,0
"3046","ENSAPEG00000002155","ENSAPEP00000002978","ENSAPEG00000002155.1","chchd1","ZFIN",NA,NA,"ZDB-GENE-060810-176","chchd1","ENSMUSG00000063787","Chchd1","ortholog_one2one",24.581,37.2881,0
"3047","ENSAPEG00000002156","ENSAPEP00000003007","ENSAPEG00000002156.1","ENSAPEG00000002156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3048","ENSAPEG00000002157","ENSAPEP00000003008","ENSAPEG00000002157.1","klf7b","ZFIN",NA,NA,"ZDB-GENE-041014-171","klf7b","ENSMUSG00000025959","Klf7","ortholog_one2many",66.0194,67.7741,0
"3049","ENSAPEG00000002157","ENSAPEP00000003018","ENSAPEG00000002157.1","klf7b","ZFIN",NA,NA,"ZDB-GENE-041014-171","klf7b","ENSMUSG00000025959","Klf7","ortholog_one2many",66.0194,67.7741,0
"3050","ENSAPEG00000002158","ENSAPEP00000002987","ENSAPEG00000002158.1","ENSAPEG00000002158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3051","ENSAPEG00000002159","ENSAPEP00000002991","ENSAPEG00000002159.1","ENSAPEG00000002159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3052","ENSAPEG00000002160","ENSAPEP00000003034","ENSAPEG00000002160.1","nfatc3a","ZFIN",NA,NA,"ZDB-GENE-041111-41","nfatc3a","ENSMUSG00000031902","Nfatc3","ortholog_one2one",59.5822,60.9665,0
"3053","ENSAPEG00000002161","ENSAPEP00000002974","ENSAPEG00000002161.1","pdlim3a","ZFIN",NA,NA,"ZDB-GENE-050505-1","pdlim3a","ENSMUSG00000031636","Pdlim3","ortholog_one2one",56.8254,49.1758,1
"3054","ENSAPEG00000002162","ENSAPEP00000002992","ENSAPEG00000002162.1","ENSAPEG00000002162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3055","ENSAPEG00000002163","ENSAPEP00000003005","ENSAPEG00000002163.1","ENSAPEG00000002163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3056","ENSAPEG00000002164","ENSAPEP00000003004","ENSAPEG00000002164.1","RHOC","HGNC Symbol","HGNC:669","RHOC",NA,NA,"ENSMUSG00000002233","Rhoc","ortholog_one2many",94.3005,94.3005,1
"3057","ENSAPEG00000002165","ENSAPEP00000003364","ENSAPEG00000002165.1","dgkzb","ZFIN",NA,NA,"ZDB-GENE-111104-4","dgkzb",NA,NA,NA,NA,NA,NA
"3058","ENSAPEG00000002165","ENSAPEP00000003382","ENSAPEG00000002165.1","dgkzb","ZFIN",NA,NA,"ZDB-GENE-111104-4","dgkzb",NA,NA,NA,NA,NA,NA
"3059","ENSAPEG00000002165","ENSAPEP00000003400","ENSAPEG00000002165.1","dgkzb","ZFIN",NA,NA,"ZDB-GENE-111104-4","dgkzb",NA,NA,NA,NA,NA,NA
"3060","ENSAPEG00000002166","ENSAPEP00000003355","ENSAPEG00000002166.1","itga11a","ZFIN",NA,NA,"ZDB-GENE-050324-1","itga11a","ENSMUSG00000032243","Itga11","ortholog_one2one",55.321,52.9461,1
"3061","ENSAPEG00000002166","ENSAPEP00000003396","ENSAPEG00000002166.1","itga11a","ZFIN",NA,NA,"ZDB-GENE-050324-1","itga11a","ENSMUSG00000032243","Itga11","ortholog_one2one",55.321,52.9461,1
"3062","ENSAPEG00000002167","ENSAPEP00000003050","ENSAPEG00000002167.1","klhl3","ZFIN",NA,NA,"ZDB-GENE-120203-4","klhl3","ENSMUSG00000014164","Klhl3","ortholog_one2one",77.4576,77.8535,0
"3063","ENSAPEG00000002168","ENSAPEP00000003056","ENSAPEG00000002168.1","ENSAPEG00000002168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3064","ENSAPEG00000002169","ENSAPEP00000002983","ENSAPEG00000002169.1","ENSAPEG00000002169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3065","ENSAPEG00000002170","ENSAPEP00000003082","ENSAPEG00000002170.1","ENSAPEG00000002170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3066","ENSAPEG00000002170","ENSAPEP00000003115","ENSAPEG00000002170.1","ENSAPEG00000002170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3067","ENSAPEG00000002170","ENSAPEP00000003158","ENSAPEG00000002170.1","ENSAPEG00000002170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3068","ENSAPEG00000002170","ENSAPEP00000003176","ENSAPEG00000002170.1","ENSAPEG00000002170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3069","ENSAPEG00000002170","ENSAPEP00000003195","ENSAPEG00000002170.1","ENSAPEG00000002170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3070","ENSAPEG00000002172","ENSAPEP00000002984","ENSAPEG00000002172.1","ENSAPEG00000002172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3071","ENSAPEG00000002173","ENSAPEP00000002996","ENSAPEG00000002173.1","ENSAPEG00000002173",NA,NA,NA,NA,NA,"ENSMUSG00000015854","Cd5l","ortholog_many2many",13.8221,32.6705,0
"3072","ENSAPEG00000002174","ENSAPEP00000003011","ENSAPEG00000002174.1","ENSAPEG00000002174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3073","ENSAPEG00000002175","ENSAPEP00000002995","ENSAPEG00000002175.1","ENSAPEG00000002175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3074","ENSAPEG00000002176","ENSAPEP00000003020","ENSAPEG00000002176.1","cd8b","ZFIN",NA,NA,"ZDB-GENE-091204-31","cd8b","ENSMUSG00000053044","Cd8b1","ortholog_one2one",18.0412,16.4319,0
"3075","ENSAPEG00000002177","ENSAPEP00000003120","ENSAPEG00000002177.1","p2rx4b","ZFIN",NA,NA,"ZDB-GENE-030319-4","p2rx4b","ENSMUSG00000029470","P2rx4","ortholog_one2one",43.2642,43.0412,0
"3076","ENSAPEG00000002177","ENSAPEP00000003146","ENSAPEG00000002177.1","p2rx4b","ZFIN",NA,NA,"ZDB-GENE-030319-4","p2rx4b","ENSMUSG00000029470","P2rx4","ortholog_one2one",43.2642,43.0412,0
"3077","ENSAPEG00000002178","ENSAPEP00000003038","ENSAPEG00000002178.1","atg5","ZFIN",NA,NA,"ZDB-GENE-040801-149","atg5","ENSMUSG00000038160","Atg5","ortholog_one2one",79.2727,79.2727,0
"3078","ENSAPEG00000002179","ENSAPEP00000002999","ENSAPEG00000002179.1","stk35l","ZFIN",NA,NA,"ZDB-GENE-041212-52","stk35l",NA,NA,NA,NA,NA,NA
"3079","ENSAPEG00000002180","ENSAPEP00000003001","ENSAPEG00000002180.1","pex5lb","ZFIN",NA,NA,"ZDB-GENE-111221-1","pex5lb","ENSMUSG00000027674","Pex5l","ortholog_one2many",54.1139,52.6154,0
"3080","ENSAPEG00000002181","ENSAPEP00000003002","ENSAPEG00000002181.1","ENSAPEG00000002181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3081","ENSAPEG00000002182","ENSAPEP00000003003","ENSAPEG00000002182.1","TSC22D2","HGNC Symbol","HGNC:29095","TSC22D2",NA,NA,NA,NA,NA,NA,NA,NA
"3082","ENSAPEG00000002182","ENSAPEP00000003010","ENSAPEG00000002182.1","TSC22D2","HGNC Symbol","HGNC:29095","TSC22D2",NA,NA,NA,NA,NA,NA,NA,NA
"3083","ENSAPEG00000002183","ENSAPEP00000003012","ENSAPEG00000002183.1","ENSAPEG00000002183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3084","ENSAPEG00000002184","ENSAPEP00000003066","ENSAPEG00000002184.1","tmtc2b","ZFIN",NA,NA,"ZDB-GENE-081031-100","tmtc2b","ENSMUSG00000036019","Tmtc2","ortholog_one2many",73.4597,74.1627,0
"3085","ENSAPEG00000002185","ENSAPEP00000003070","ENSAPEG00000002185.1","zgc:153039","ZFIN",NA,NA,"ZDB-GENE-060929-736","zgc:153039",NA,NA,NA,NA,NA,NA
"3086","ENSAPEG00000002186","ENSAPEP00000003022","ENSAPEG00000002186.1","baalcb","ZFIN",NA,NA,"ZDB-GENE-030131-7983","baalcb","ENSMUSG00000022296","Baalc","ortholog_one2one",31.3953,37.2414,0
"3087","ENSAPEG00000002187","ENSAPEP00000003019","ENSAPEG00000002187.1","MYADM","HGNC Symbol","HGNC:7544","MYADM",NA,NA,"ENSMUSG00000068566","Myadm","ortholog_one2many",51.773,45.625,0
"3088","ENSAPEG00000002188","ENSAPEP00000003052","ENSAPEG00000002188.1","sstr1a","ZFIN",NA,NA,"ZDB-GENE-090429-1","sstr1a","ENSMUSG00000035431","Sstr1","ortholog_one2one",67.5532,64.9616,0
"3089","ENSAPEG00000002190","ENSAPEP00000003044","ENSAPEG00000002190.1","fbxl16","ZFIN",NA,NA,"ZDB-GENE-120215-180","fbxl16","ENSMUSG00000025738","Fbxl16","ortholog_one2one",75.1984,79.1232,0
"3090","ENSAPEG00000002191","ENSAPEP00000003013","ENSAPEG00000002191.1","qsox1","ZFIN",NA,NA,"ZDB-GENE-030131-7019","qsox1","ENSMUSG00000033684","Qsox1","ortholog_one2one",39.555,42.7808,1
"3091","ENSAPEG00000002192","ENSAPEP00000003141","ENSAPEG00000002192.1","SLCO1C1","HGNC Symbol","HGNC:13819","SLCO1C1",NA,NA,"ENSMUSG00000030235","Slco1c1","ortholog_one2many",57.1217,53.8462,1
"3092","ENSAPEG00000002193","ENSAPEP00000003021","ENSAPEG00000002193.1","ENSAPEG00000002193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3093","ENSAPEG00000002194","ENSAPEP00000003017","ENSAPEG00000002194.1","ENSAPEG00000002194",NA,NA,NA,NA,NA,"ENSMUSG00000048647","Exd1","ortholog_one2one",33.6585,24.2105,0
"3094","ENSAPEG00000002194","ENSAPEP00000003024","ENSAPEG00000002194.1","ENSAPEG00000002194",NA,NA,NA,NA,NA,"ENSMUSG00000048647","Exd1","ortholog_one2one",33.6585,24.2105,0
"3095","ENSAPEG00000002195","ENSAPEP00000003092","ENSAPEG00000002195.1","ENSAPEG00000002195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3096","ENSAPEG00000002195","ENSAPEP00000003129","ENSAPEG00000002195.1","ENSAPEG00000002195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3097","ENSAPEG00000002195","ENSAPEP00000003160","ENSAPEG00000002195.1","ENSAPEG00000002195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3098","ENSAPEG00000002196","ENSAPEP00000003023","ENSAPEG00000002196.1","mov10a","ZFIN",NA,NA,"ZDB-GENE-091230-8","mov10a","ENSMUSG00000002227","Mov10","ortholog_one2many",42.6279,39.4615,1
"3099","ENSAPEG00000002197","ENSAPEP00000003045","ENSAPEG00000002197.1","ENSAPEG00000002197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3100","ENSAPEG00000002198","ENSAPEP00000003101","ENSAPEG00000002198.1","si:dkey-219c10.4","ZFIN",NA,NA,"ZDB-GENE-081105-151","si:dkey-219c10.4",NA,NA,NA,NA,NA,NA
"3101","ENSAPEG00000002199","ENSAPEP00000003080","ENSAPEG00000002199.1","edem2","ZFIN",NA,NA,"ZDB-GENE-060519-1","edem2","ENSMUSG00000038312","Edem2","ortholog_one2one",66.2544,64.9913,0
"3102","ENSAPEG00000002199","ENSAPEP00000003102","ENSAPEG00000002199.1","edem2","ZFIN",NA,NA,"ZDB-GENE-060519-1","edem2","ENSMUSG00000038312","Edem2","ortholog_one2one",66.2544,64.9913,0
"3103","ENSAPEG00000002200","ENSAPEP00000003029","ENSAPEG00000002200.1","ENSAPEG00000002200",NA,NA,NA,NA,NA,"ENSMUSG00000038451","Spsb2","ortholog_one2one",32.5,34.4697,0
"3104","ENSAPEG00000002201","ENSAPEP00000003026","ENSAPEG00000002201.1","atpaf2","ZFIN",NA,NA,"ZDB-GENE-050411-18","atpaf2","ENSMUSG00000042709","Atpaf2","ortholog_one2one",64.0569,60.4027,1
"3105","ENSAPEG00000002202","ENSAPEP00000003030","ENSAPEG00000002202.1","sorbs2a","ZFIN",NA,NA,"ZDB-GENE-070308-2","sorbs2a","ENSMUSG00000031626","Sorbs2","ortholog_one2one",43.7811,50.7414,0
"3106","ENSAPEG00000002202","ENSAPEP00000003047","ENSAPEG00000002202.1","sorbs2a","ZFIN",NA,NA,"ZDB-GENE-070308-2","sorbs2a","ENSMUSG00000031626","Sorbs2","ortholog_one2one",43.7811,50.7414,0
"3107","ENSAPEG00000002202","ENSAPEP00000003057","ENSAPEG00000002202.1","sorbs2a","ZFIN",NA,NA,"ZDB-GENE-070308-2","sorbs2a","ENSMUSG00000031626","Sorbs2","ortholog_one2one",43.7811,50.7414,0
"3108","ENSAPEG00000002202","ENSAPEP00000003067","ENSAPEG00000002202.1","sorbs2a","ZFIN",NA,NA,"ZDB-GENE-070308-2","sorbs2a","ENSMUSG00000031626","Sorbs2","ortholog_one2one",43.7811,50.7414,0
"3109","ENSAPEG00000002202","ENSAPEP00000003088","ENSAPEG00000002202.1","sorbs2a","ZFIN",NA,NA,"ZDB-GENE-070308-2","sorbs2a","ENSMUSG00000031626","Sorbs2","ortholog_one2one",43.7811,50.7414,0
"3110","ENSAPEG00000002203","ENSAPEP00000003028","ENSAPEG00000002203.1","cd8a","ZFIN",NA,NA,"ZDB-GENE-060210-2","cd8a","ENSMUSG00000053977","Cd8a","ortholog_one2one",22.1154,18.6235,0
"3111","ENSAPEG00000002204","ENSAPEP00000003032","ENSAPEG00000002204.1","ENSAPEG00000002204",NA,NA,NA,NA,NA,"ENSMUSG00000051278","Zgrf1","ortholog_many2many",6.34046,9.87654,0
"3112","ENSAPEG00000002204","ENSAPEP00000003046","ENSAPEG00000002204.1","ENSAPEG00000002204",NA,NA,NA,NA,NA,"ENSMUSG00000051278","Zgrf1","ortholog_many2many",6.34046,9.87654,0
"3113","ENSAPEG00000002204","ENSAPEP00000003055","ENSAPEG00000002204.1","ENSAPEG00000002204",NA,NA,NA,NA,NA,"ENSMUSG00000051278","Zgrf1","ortholog_many2many",6.34046,9.87654,0
"3114","ENSAPEG00000002205","ENSAPEP00000003035","ENSAPEG00000002205.1","rubcn","ZFIN",NA,NA,"ZDB-GENE-100922-142","rubcn",NA,NA,NA,NA,NA,NA
"3115","ENSAPEG00000002205","ENSAPEP00000003048","ENSAPEG00000002205.1","rubcn","ZFIN",NA,NA,"ZDB-GENE-100922-142","rubcn",NA,NA,NA,NA,NA,NA
"3116","ENSAPEG00000002206","ENSAPEP00000003065","ENSAPEG00000002206.1","cyp7b1","ZFIN",NA,NA,"ZDB-GENE-070912-293","cyp7b1","ENSMUSG00000039519","Cyp7b1","ortholog_one2one",40.404,39.4477,0
"3117","ENSAPEG00000002207","ENSAPEP00000003226","ENSAPEG00000002207.1","arhgef11","ZFIN",NA,NA,"ZDB-GENE-070604-1","arhgef11","ENSMUSG00000041977","Arhgef11","ortholog_one2one",45.8243,40.6572,0
"3118","ENSAPEG00000002208","ENSAPEP00000003037","ENSAPEG00000002208.1","cep350","ZFIN",NA,NA,"ZDB-GENE-030131-6975","cep350","ENSMUSG00000033671","Cep350","ortholog_one2one",39.0205,39.3861,1
"3119","ENSAPEG00000002209","ENSAPEP00000003061","ENSAPEG00000002209.1","ENSAPEG00000002209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3120","ENSAPEG00000002209","ENSAPEP00000003072","ENSAPEG00000002209.1","ENSAPEG00000002209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3121","ENSAPEG00000002210","ENSAPEP00000003169","ENSAPEG00000002210.1","zswim8","ZFIN",NA,NA,"ZDB-GENE-050320-59","zswim8","ENSMUSG00000021819","Zswim8","ortholog_one2one",69.9187,75.1092,0
